game_pk,game_date,home_team,away_team,delta_home_win_exp
156643,1969-04-08,BAL,BOS,6.275
156650,1969-04-08,STL,PIT,5.418
156647,1969-04-08,KC,MIN,4.623
156648,1969-04-08,NYM,MON,4.617
156649,1969-04-08,CHC,PHI,3.964
156642,1969-04-07,ATL,SF,3.747
156640,1969-04-07,CIN,LAD,3.112
156651,1969-04-08,LAA,SEA,2.7520000000000002
156646,1969-04-08,SD,HOU,2.485
156645,1969-04-08,DET,CLE,2.226
156652,1969-04-08,ATL,SF,2.175
156644,1969-04-08,OAK,CWS,1.824
156641,1969-04-07,WAS,NYY,1.173
156723,1969-04-15,CIN,SF,7.551
156670,1969-04-11,CLE,BOS,7.196
156656,1969-04-09,KC,MIN,6.587
156663,1969-04-10,BAL,BOS,5.042
156718,1969-04-15,CLE,DET,4.851
156676,1969-04-11,CHC,MON,4.811
156702,1969-04-13,CHC,MON,4.213
156677,1969-04-11,DET,NYY,3.755
156720,1969-04-15,PHI,NYM,3.749
156711,1969-04-14,SEA,KC,3.729
156717,1969-04-15,BOS,BAL,3.604
156715,1969-04-14,MON,STL,3.582
156697,1969-04-13,ATL,CIN,3.532
156724,1969-04-15,MON,STL,3.513
156701,1969-04-13,LAA,MIN,3.5060000000000002
156719,1969-04-15,OAK,MIN,3.3930000000000002
156704,1969-04-13,PIT,PHI,3.374
156672,1969-04-11,ATL,CIN,3.366
156680,1969-04-11,NYM,STL,3.321
156687,1969-04-12,LAA,MIN,3.173
156725,1969-04-15,NYY,WAS,3.164
156709,1969-04-14,BOS,BAL,3.118
156710,1969-04-14,LAA,CWS,3.072
156682,1969-04-12,CLE,BOS,2.851
156661,1969-04-09,LAA,SEA,2.789
156696,1969-04-13,ATL,CIN,2.604
156721,1969-04-15,CHC,PIT,2.585
156691,1969-04-12,SD,SF,2.569
156692,1969-04-12,NYM,STL,2.553
156655,1969-04-09,CIN,LAD,2.541
156657,1969-04-09,NYM,MON,2.538
156669,1969-04-10,STL,PIT,2.536
156706,1969-04-13,NYM,STL,2.5300000000000002
156716,1969-04-15,HOU,ATL,2.461
156694,1969-04-13,CLE,BOS,2.426
156668,1969-04-10,CHC,PHI,2.359
156674,1969-04-11,HOU,LAD,2.191
156698,1969-04-13,OAK,KC,2.19
156683,1969-04-12,SEA,CWS,2.039
156662,1969-04-09,ATL,SF,1.986
156705,1969-04-13,SD,SF,1.954
156659,1969-04-09,CHC,PHI,1.926
156678,1969-04-11,PIT,PHI,1.92
156658,1969-04-09,WAS,NYY,1.917
156665,1969-04-10,SD,HOU,1.8699999999999999
156671,1969-04-11,SEA,CWS,1.83
156653,1969-04-09,OAK,CWS,1.79
156664,1969-04-10,DET,CLE,1.777
156660,1969-04-09,STL,PIT,1.774
156666,1969-04-10,NYM,MON,1.766
156707,1969-04-13,BAL,WAS,1.764
156713,1969-04-14,PHI,NYM,1.672
156681,1969-04-11,BAL,WAS,1.648
156654,1969-04-09,SD,HOU,1.635
156686,1969-04-12,HOU,LAD,1.619
156685,1969-04-12,OAK,KC,1.576
156699,1969-04-13,OAK,KC,1.572
156703,1969-04-13,DET,NYY,1.525
156714,1969-04-14,CHC,PIT,1.5070000000000001
156684,1969-04-12,ATL,CIN,1.502
156675,1969-04-11,LAA,MIN,1.486
156722,1969-04-15,LAD,SD,1.429
156689,1969-04-12,DET,NYY,1.3980000000000001
156679,1969-04-11,SD,SF,1.358
156700,1969-04-13,HOU,LAD,1.287
156695,1969-04-13,SEA,CWS,1.2469999999999999
156673,1969-04-11,OAK,KC,1.17
156667,1969-04-10,WAS,NYY,1.161
156708,1969-04-13,BAL,WAS,1.157
156693,1969-04-12,BAL,WAS,1.062
156690,1969-04-12,PIT,PHI,1.018
156688,1969-04-12,CHC,MON,0.942
156712,1969-04-14,HOU,LAD,0.9239999999999999
156753,1969-04-19,LAD,HOU,5.651
156752,1969-04-19,MON,CHC,5.203
156732,1969-04-16,SEA,MIN,4.891
156738,1969-04-17,CLE,DET,4.702
156747,1969-04-18,LAD,HOU,4.372
156780,1969-04-21,STL,MON,4.267
156771,1969-04-20,KC,OAK,4.033
156783,1969-04-21,NYM,PHI,4.03
156760,1969-04-20,WAS,BAL,3.784
156774,1969-04-20,CWS,SEA,3.752
156727,1969-04-16,BOS,BAL,3.465
156743,1969-04-17,NYY,WAS,3.327
156742,1969-04-17,NYY,WAS,3.272
156751,1969-04-19,MIN,LAA,3.258
156741,1969-04-17,SF,SD,3.144
156789,1969-04-22,PIT,CHC,3.123
156768,1969-04-20,LAD,HOU,3.12
156746,1969-04-18,BOS,CLE,3.1
156766,1969-04-20,NYY,DET,3.0700000000000003
156796,1969-04-22,KC,SEA,3.059
156793,1969-04-22,STL,MON,3.042
156792,1969-04-22,WAS,DET,2.952
156755,1969-04-19,KC,OAK,2.8890000000000002
156781,1969-04-21,BOS,NYY,2.779
156773,1969-04-20,SF,SD,2.748
156776,1969-04-21,SD,ATL,2.682
156754,1969-04-19,STL,NYM,2.673
156729,1969-04-16,STL,CHC,2.654
156791,1969-04-22,BAL,CLE,2.636
156750,1969-04-19,WAS,BAL,2.586
156726,1969-04-16,HOU,ATL,2.569
156756,1969-04-19,PHI,PIT,2.527
156786,1969-04-22,SD,ATL,2.511
156764,1969-04-20,MON,CHC,2.464
156748,1969-04-18,SF,SD,2.443
156761,1969-04-20,WAS,BAL,2.388
156731,1969-04-16,CWS,KC,2.37
156769,1969-04-20,STL,NYM,2.366
156779,1969-04-21,WAS,DET,2.298
156770,1969-04-20,KC,OAK,2.269
156788,1969-04-22,PIT,CHC,2.236
156784,1969-04-21,KC,SEA,2.203
156757,1969-04-19,SF,SD,2.168
156737,1969-04-17,STL,CHC,2.042
156765,1969-04-20,BOS,CLE,2.024
156730,1969-04-16,CLE,DET,1.996
156767,1969-04-20,NYY,DET,1.881
156758,1969-04-19,CWS,SEA,1.871
156735,1969-04-17,HOU,ATL,1.8639999999999999
156785,1969-04-21,LAD,SF,1.826
156794,1969-04-22,BOS,NYY,1.792
156740,1969-04-17,PIT,NYM,1.77
156745,1969-04-18,MIN,LAA,1.767
156736,1969-04-17,BOS,BAL,1.722
156734,1969-04-16,LAD,SD,1.708
156739,1969-04-17,PHI,MON,1.699
156733,1969-04-16,PIT,NYM,1.603
156744,1969-04-18,WAS,BAL,1.588
156728,1969-04-16,OAK,LAA,1.568
156775,1969-04-20,CWS,SEA,1.532
156749,1969-04-19,CIN,ATL,1.381
156778,1969-04-21,BAL,CLE,1.345
156782,1969-04-21,MIN,OAK,1.315
156797,1969-04-22,LAD,SF,1.3
156777,1969-04-21,HOU,CIN,1.29
156787,1969-04-22,CWS,LAA,1.255
156763,1969-04-20,MON,CHC,1.225
156772,1969-04-20,PHI,PIT,1.21
156790,1969-04-22,HOU,CIN,1.14
156795,1969-04-22,MIN,OAK,1.112
156759,1969-04-20,CIN,ATL,0.859
156762,1969-04-20,MIN,LAA,0.826
156819,1969-04-25,SF,HOU,7.288
156843,1969-04-27,SD,CIN,7.23
156864,1969-04-29,SF,CIN,7.094
156833,1969-04-26,BAL,NYY,4.667
156854,1969-04-28,PHI,CHC,4.494
156835,1969-04-26,PHI,STL,4.309
156858,1969-04-28,SD,LAD,4.016
156807,1969-04-24,LAD,CIN,3.835
156869,1969-04-29,DET,WAS,3.7720000000000002
156801,1969-04-23,MIN,OAK,3.587
156840,1969-04-27,NYM,CHC,3.476
156820,1969-04-25,CWS,MIN,3.46
156867,1969-04-29,SD,LAD,3.299
156841,1969-04-27,NYM,CHC,3.271
156852,1969-04-27,CLE,WAS,3.204
156865,1969-04-29,ATL,HOU,3.167
156804,1969-04-23,KC,SEA,3.144
156844,1969-04-27,SF,HOU,3.123
156846,1969-04-27,CWS,MIN,3.072
156832,1969-04-26,PIT,MON,3.058
156821,1969-04-25,PIT,MON,3.041
156800,1969-04-23,BAL,DET,3.036
156849,1969-04-27,BAL,NYY,3.024
156829,1969-04-26,SD,CIN,2.947
156816,1969-04-25,KC,LAA,2.92
156861,1969-04-29,NYY,BOS,2.882
156845,1969-04-27,SF,HOU,2.802
156830,1969-04-26,SF,HOU,2.767
156815,1969-04-25,DET,BOS,2.695
156825,1969-04-25,CLE,WAS,2.684
156813,1969-04-24,CHC,STL,2.661
156839,1969-04-27,KC,LAA,2.66
156812,1969-04-24,HOU,SD,2.618
156799,1969-04-23,LAD,CIN,2.546
156810,1969-04-24,MIN,OAK,2.454
156851,1969-04-27,PHI,STL,2.44
156806,1969-04-24,SF,ATL,2.421
156860,1969-04-28,DET,WAS,2.375
156868,1969-04-29,MON,NYM,2.352
156847,1969-04-27,PIT,MON,2.263
156826,1969-04-26,LAD,ATL,2.23
156811,1969-04-24,MON,PHI,2.196
156817,1969-04-25,NYM,CHC,2.196
156862,1969-04-29,SEA,LAA,2.152
156822,1969-04-25,BAL,NYY,2.111
156802,1969-04-23,NYM,PIT,2.105
156853,1969-04-28,NYY,BOS,2.1
156859,1969-04-28,PIT,STL,2.055
156805,1969-04-23,BOS,WAS,1.963
156809,1969-04-24,CLE,NYY,1.943
156836,1969-04-26,CLE,WAS,1.902
156855,1969-04-28,SF,CIN,1.9
156814,1969-04-25,LAD,ATL,1.883
156803,1969-04-23,HOU,SD,1.85
156798,1969-04-23,CWS,LAA,1.781
156808,1969-04-24,BAL,DET,1.776
156842,1969-04-27,SD,CIN,1.7489999999999999
156866,1969-04-29,MIN,KC,1.645
156824,1969-04-25,PHI,STL,1.613
156848,1969-04-27,BAL,NYY,1.601
156838,1969-04-27,DET,BOS,1.544
156857,1969-04-28,MIN,KC,1.522
156850,1969-04-27,SEA,OAK,1.496
156818,1969-04-25,SD,CIN,1.425
156827,1969-04-26,DET,BOS,1.3519999999999999
156828,1969-04-26,NYM,CHC,1.338
156834,1969-04-26,SEA,OAK,1.235
156831,1969-04-26,CWS,MIN,1.087
156823,1969-04-25,SEA,OAK,1.086
156863,1969-04-29,PHI,CHC,0.896
156856,1969-04-28,ATL,HOU,0.869
156837,1969-04-27,LAD,ATL,0.696
156885,1969-05-01,KC,CWS,5.638
156922,1969-05-04,BOS,DET,5.487
156909,1969-05-03,BOS,DET,4.397
156928,1969-05-04,MON,PIT,4.197
156884,1969-05-01,WAS,BOS,4.12
156904,1969-05-02,OAK,SEA,3.891
156906,1969-05-03,NYY,BAL,3.798
156912,1969-05-03,CHC,NYM,3.6350000000000002
156870,1969-04-30,DET,BAL,3.612
156941,1969-05-06,ATL,MON,3.591
156891,1969-05-01,ATL,SD,3.561
156911,1969-05-03,ATL,LAD,3.554
156921,1969-05-04,WAS,CLE,3.5260000000000002
156872,1969-04-30,KC,CWS,3.4659999999999997
156925,1969-05-04,CHC,NYM,3.431
156938,1969-05-06,DET,KC,3.392
156886,1969-05-01,NYY,CLE,3.3609999999999998
156920,1969-05-04,MIN,CWS,3.356
156926,1969-05-04,CHC,NYM,3.33
156937,1969-05-06,PHI,HOU,3.323
156889,1969-05-01,MON,NYM,3.2
156917,1969-05-03,HOU,SF,3.166
156896,1969-05-02,BOS,DET,3.148
156910,1969-05-03,LAA,KC,3.098
156903,1969-05-02,CIN,SD,3.058
156890,1969-05-01,LAA,OAK,2.943
156881,1969-04-30,PIT,STL,2.937
156899,1969-05-02,ATL,LAD,2.927
156918,1969-05-04,NYY,BAL,2.806
156942,1969-05-06,LAA,NYY,2.788
156929,1969-05-04,CIN,SD,2.696
156933,1969-05-04,HOU,SF,2.653
156931,1969-05-04,OAK,SEA,2.591
156914,1969-05-03,MON,PIT,2.588
156873,1969-04-30,PHI,CHC,2.5
156935,1969-05-06,BAL,CWS,2.499
156871,1969-04-30,WAS,BOS,2.477
156877,1969-04-30,MON,NYM,2.46
156907,1969-05-03,MIN,CWS,2.432
156898,1969-05-02,LAA,KC,2.428
156905,1969-05-02,HOU,SF,2.334
156934,1969-05-06,SEA,BOS,2.323
156916,1969-05-03,OAK,SEA,2.27
156874,1969-04-30,NYY,CLE,2.236
156913,1969-05-03,STL,PHI,2.236
156897,1969-05-02,LAA,KC,2.213
156936,1969-05-06,NYM,CIN,2.2079999999999997
156900,1969-05-02,CHC,NYM,2.183
156939,1969-05-06,CHC,LAD,2.177
156892,1969-05-01,MIN,SEA,2.164
156880,1969-04-30,MIN,SEA,2.159
156893,1969-05-01,PIT,STL,2.149
156943,1969-05-06,PIT,SD,2.13
156902,1969-05-02,MON,PIT,1.995
156887,1969-05-01,CIN,HOU,1.968
156876,1969-04-30,SF,LAD,1.934
156924,1969-05-04,ATL,LAD,1.907
156879,1969-04-30,ATL,SD,1.863
156940,1969-05-06,CLE,MIN,1.822
156878,1969-04-30,LAA,OAK,1.784
156908,1969-05-03,WAS,CLE,1.703
156944,1969-05-06,STL,SF,1.6280000000000001
156901,1969-05-02,STL,PHI,1.577
156883,1969-05-01,DET,BAL,1.572
156894,1969-05-02,NYY,BAL,1.566
156927,1969-05-04,STL,PHI,1.492
156923,1969-05-04,LAA,KC,1.4909999999999999
156888,1969-05-01,SF,LAD,1.482
156945,1969-05-06,OAK,WAS,1.352
156895,1969-05-02,WAS,CLE,1.33
156932,1969-05-04,OAK,SEA,1.192
156930,1969-05-04,CIN,SD,1.146
156882,1969-04-30,PIT,STL,1.103
156875,1969-04-30,CIN,HOU,0.996
156919,1969-05-04,NYY,BAL,0.966
156915,1969-05-03,CIN,SD,0.657
156998,1969-05-13,PHI,CIN,4.836
156951,1969-05-07,CHC,LAD,4.384
156977,1969-05-10,SEA,WAS,4.3389999999999995
156980,1969-05-11,CLE,CWS,4.259
156957,1969-05-07,OAK,WAS,4.224
156992,1969-05-12,PIT,SF,4.146
156971,1969-05-10,MON,CIN,4.008
156988,1969-05-11,SEA,WAS,3.991
156996,1969-05-13,OAK,BOS,3.947
156969,1969-05-10,LAA,BOS,3.93
156968,1969-05-10,PHI,ATL,3.8040000000000003
156986,1969-05-11,STL,SD,3.8000000000000003
156958,1969-05-08,PHI,HOU,3.645
156978,1969-05-11,PHI,ATL,3.506
156946,1969-05-07,SEA,BOS,3.5
156959,1969-05-09,LAA,BOS,3.396
157004,1969-05-13,LAA,WAS,3.305
156973,1969-05-10,BAL,KC,3.265
156961,1969-05-09,BAL,KC,3.244
156965,1969-05-09,STL,SD,3.121
156995,1969-05-13,MIN,BAL,3.085
156997,1969-05-13,DET,CWS,3.064
156953,1969-05-07,ATL,MON,3.002
156956,1969-05-07,STL,SF,2.964
156976,1969-05-10,STL,SD,2.917
156999,1969-05-13,KC,CLE,2.815
156960,1969-05-09,MON,CIN,2.779
157000,1969-05-13,MON,HOU,2.731
156975,1969-05-10,OAK,NYY,2.665
156984,1969-05-11,DET,MIN,2.606
156994,1969-05-13,NYM,ATL,2.562
156964,1969-05-09,OAK,NYY,2.56
157003,1969-05-13,PIT,SF,2.523
157001,1969-05-13,SEA,NYY,2.456
156947,1969-05-07,BAL,CWS,2.433
156948,1969-05-07,NYM,CIN,2.383
156955,1969-05-07,PIT,SD,2.367
156963,1969-05-09,DET,MIN,2.354
156993,1969-05-12,LAA,WAS,2.32
156991,1969-05-12,CHC,SD,2.295
156972,1969-05-10,NYM,HOU,2.278
156966,1969-05-09,CHC,SF,2.249
156970,1969-05-10,CLE,CWS,2.162
156949,1969-05-07,PHI,HOU,2.044
156982,1969-05-11,NYM,HOU,1.979
156990,1969-05-12,SEA,NYY,1.957
156974,1969-05-10,PIT,LAD,1.95
156954,1969-05-07,LAA,NYY,1.8659999999999999
156952,1969-05-07,CLE,MIN,1.7469999999999999
156981,1969-05-11,NYM,HOU,1.694
156985,1969-05-11,OAK,NYY,1.688
156989,1969-05-12,STL,LAD,1.668
156967,1969-05-09,SEA,WAS,1.665
156979,1969-05-11,LAA,BOS,1.631
156987,1969-05-11,CHC,SF,1.507
156983,1969-05-11,BAL,KC,1.402
156950,1969-05-07,DET,KC,1.279
157002,1969-05-13,CHC,SD,0.851
156962,1969-05-09,PIT,LAD,0.767
157023,1969-05-16,KC,BAL,5.568
157052,1969-05-18,PHI,SF,5.062
157026,1969-05-16,CIN,NYM,4.963
157022,1969-05-16,MON,ATL,4.848
157029,1969-05-16,BOS,SEA,4.787
157048,1969-05-18,HOU,CHC,4.69
157050,1969-05-18,LAD,PIT,4.318
157059,1969-05-20,BAL,MIN,4.095
157064,1969-05-20,WAS,SEA,3.868
157054,1969-05-18,CWS,WAS,3.766
157028,1969-05-16,LAD,PIT,3.628
157013,1969-05-14,SEA,NYY,3.605
157010,1969-05-14,KC,CLE,3.589
157055,1969-05-18,CWS,WAS,3.546
157031,1969-05-16,SD,STL,3.472
157019,1969-05-15,DET,CWS,3.443
157017,1969-05-15,NYM,ATL,3.387
157053,1969-05-18,SD,STL,3.358
157014,1969-05-14,CHC,SD,3.315
157009,1969-05-14,PHI,CIN,3.153
157030,1969-05-16,PHI,SF,3.059
157035,1969-05-17,HOU,CHC,3.026
157038,1969-05-17,CLE,OAK,3.011
157042,1969-05-17,SD,STL,2.965
157047,1969-05-18,NYY,LAA,2.96
157016,1969-05-14,LAA,WAS,2.942
157007,1969-05-14,OAK,BOS,2.872
157011,1969-05-14,MON,HOU,2.79
157027,1969-05-16,CLE,OAK,2.787
157024,1969-05-16,NYY,LAA,2.702
157057,1969-05-20,CWS,DET,2.61
157032,1969-05-16,CWS,WAS,2.586
157005,1969-05-14,NYM,ATL,2.551
157044,1969-05-18,MON,ATL,2.545
157006,1969-05-14,MIN,BAL,2.534
157049,1969-05-18,MIN,DET,2.491
157046,1969-05-18,NYY,LAA,2.447
157056,1969-05-20,LAD,CHC,2.346
157021,1969-05-15,KC,CLE,2.33
157012,1969-05-14,STL,LAD,2.2
157061,1969-05-20,NYY,OAK,2.166
157015,1969-05-14,PIT,SF,2.164
157020,1969-05-15,PHI,CIN,2.02
157063,1969-05-20,SD,PIT,1.9
157041,1969-05-17,PHI,SF,1.8860000000000001
157045,1969-05-18,KC,BAL,1.758
157065,1969-05-20,SF,STL,1.624
157033,1969-05-17,KC,BAL,1.6219999999999999
157051,1969-05-18,BOS,SEA,1.579
157025,1969-05-16,HOU,CHC,1.556
157036,1969-05-17,MIN,DET,1.481
157008,1969-05-14,DET,CWS,1.44
157062,1969-05-20,CIN,PHI,1.434
157058,1969-05-20,CLE,KC,1.384
157034,1969-05-17,NYY,LAA,1.322
157060,1969-05-20,HOU,MON,1.301
157018,1969-05-15,MIN,BAL,1.291
157040,1969-05-17,BOS,SEA,1.251
157039,1969-05-17,LAD,PIT,1.244
157043,1969-05-17,CWS,WAS,1.218
157037,1969-05-17,CIN,NYM,0.899
157073,1969-05-21,NYY,OAK,5.996
157116,1969-05-25,WAS,KC,4.349
157086,1969-05-22,WAS,SEA,4.346
157125,1969-05-25,CLE,SEA,4.283
157136,1969-05-27,CWS,NYY,3.803
157074,1969-05-21,CIN,PHI,3.75
157070,1969-05-21,BAL,MIN,3.717
157138,1969-05-27,NYM,SD,3.6390000000000002
157091,1969-05-23,WAS,KC,3.629
157130,1969-05-27,KC,BOS,3.6220000000000003
157131,1969-05-27,SF,CHC,3.618
157087,1969-05-22,SF,STL,3.535
157103,1969-05-24,WAS,KC,3.533
157077,1969-05-21,SF,STL,3.463
157078,1969-05-22,BOS,LAA,3.425
157093,1969-05-23,CIN,MON,3.419
157088,1969-05-23,CWS,BOS,3.388
157102,1969-05-24,SD,CHC,3.205
157121,1969-05-25,BAL,OAK,3.138
157082,1969-05-22,BAL,MIN,3.066
157137,1969-05-27,HOU,PHI,3.035
157112,1969-05-25,CWS,BOS,2.97
157115,1969-05-25,SD,CHC,2.934
157123,1969-05-25,SF,PIT,2.913
157066,1969-05-21,BOS,LAA,2.882
157133,1969-05-27,OAK,DET,2.853
157101,1969-05-24,DET,LAA,2.844
157134,1969-05-27,MON,LAD,2.843
157096,1969-05-23,ATL,PHI,2.812
157095,1969-05-23,BAL,OAK,2.749
157132,1969-05-27,LAA,CLE,2.7359999999999998
157071,1969-05-21,HOU,MON,2.666
157124,1969-05-25,SF,PIT,2.632
157089,1969-05-23,DET,LAA,2.493
157092,1969-05-23,NYY,MIN,2.4779999999999998
157118,1969-05-25,NYY,MIN,2.45
157117,1969-05-25,NYY,MIN,2.382
157120,1969-05-25,HOU,NYM,2.378
157109,1969-05-24,SF,PIT,2.344
157107,1969-05-24,BAL,OAK,2.34
157104,1969-05-24,NYY,MIN,2.267
157097,1969-05-23,SF,PIT,2.226
157111,1969-05-24,LAD,STL,2.215
157069,1969-05-21,CLE,KC,2.175
157079,1969-05-22,LAD,CHC,2.154
157139,1969-05-27,ATL,STL,2.088
157106,1969-05-24,HOU,NYM,2.081
157128,1969-05-26,ATL,STL,2.054
157076,1969-05-21,WAS,SEA,2.033
157099,1969-05-23,LAD,STL,2.027
157085,1969-05-22,SD,PIT,2.017
157083,1969-05-22,HOU,MON,1.989
157108,1969-05-24,ATL,PHI,1.96
157081,1969-05-22,CLE,KC,1.945
157122,1969-05-25,ATL,PHI,1.918
157098,1969-05-23,CLE,SEA,1.865
157119,1969-05-25,CIN,MON,1.72
157075,1969-05-21,SD,PIT,1.706
157135,1969-05-27,WAS,MIN,1.612
157068,1969-05-21,LAD,CHC,1.574
157126,1969-05-25,LAD,STL,1.573
157072,1969-05-21,ATL,NYM,1.54
157127,1969-05-26,WAS,MIN,1.519
157080,1969-05-22,CWS,DET,1.468
157100,1969-05-24,CWS,BOS,1.392
157129,1969-05-27,SEA,BAL,1.385
157110,1969-05-24,CLE,SEA,1.33
157090,1969-05-23,SD,CHC,1.327
157113,1969-05-25,DET,LAA,1.184
157114,1969-05-25,SD,CHC,1.143
157094,1969-05-23,HOU,NYM,1.047
157084,1969-05-22,ATL,NYM,0.957
157067,1969-05-21,BOS,LAA,0.956
157105,1969-05-24,CIN,MON,0.9259999999999999
157169,1969-05-30,KC,NYY,7.7299999999999995
157165,1969-05-30,PIT,HOU,4.411
157158,1969-05-30,WAS,CWS,4.39
157170,1969-05-30,MON,SD,4.369
157179,1969-05-31,PHI,LAD,4.354
157150,1969-05-28,NYM,SD,4.347
157189,1969-06-01,SEA,DET,4.342
157195,1969-06-01,NYM,SF,4.325
157159,1969-05-30,WAS,CWS,4.287
157149,1969-05-28,CIN,PIT,4.034
157148,1969-05-28,HOU,PHI,4.009
157173,1969-05-31,LAA,BAL,3.993
157213,1969-06-03,PHI,SD,3.93
157174,1969-05-31,WAS,CWS,3.822
157185,1969-06-01,LAA,BAL,3.745
157203,1969-06-02,KC,WAS,3.697
157146,1969-05-28,WAS,MIN,3.676
157205,1969-06-03,OAK,BAL,3.661
157163,1969-05-30,SEA,DET,3.6149999999999998
157160,1969-05-30,STL,CIN,3.475
157196,1969-06-02,STL,ATL,3.274
157201,1969-06-02,MIN,NYY,3.195
157143,1969-05-28,LAA,CLE,3.111
157167,1969-05-30,BOS,MIN,3.086
157193,1969-06-01,KC,NYY,3.032
157172,1969-05-31,CHC,ATL,3.011
157175,1969-05-31,STL,CIN,3.002
157152,1969-05-29,KC,BOS,2.98
157178,1969-05-31,PIT,HOU,2.957
157210,1969-06-03,CHC,HOU,2.952
157144,1969-05-28,OAK,DET,2.894
157176,1969-05-31,OAK,CLE,2.878
157207,1969-06-03,PIT,CIN,2.792
157147,1969-05-28,CWS,NYY,2.7720000000000002
157141,1969-05-28,KC,BOS,2.722
157197,1969-06-02,BOS,CWS,2.684
157183,1969-05-31,NYM,SF,2.605
157164,1969-05-30,PIT,HOU,2.574
157202,1969-06-02,PHI,SD,2.572
157209,1969-06-03,LAA,DET,2.568
157142,1969-05-28,SF,CHC,2.543
157190,1969-06-01,PIT,HOU,2.535
157153,1969-05-29,OAK,DET,2.53
157200,1969-06-02,NYM,LAD,2.505
157194,1969-06-01,MON,SD,2.477
157171,1969-05-30,NYM,SF,2.36
157177,1969-05-31,SEA,DET,2.358
157156,1969-05-30,CHC,ATL,2.35
157157,1969-05-30,LAA,BAL,2.314
157208,1969-06-03,SEA,CLE,2.213
157215,1969-06-03,KC,WAS,2.191
157151,1969-05-28,ATL,STL,2.173
157155,1969-05-29,CIN,PIT,2.131
157192,1969-06-01,BOS,MIN,2.122
157199,1969-06-02,LAA,DET,2.047
157181,1969-05-31,KC,NYY,2.0100000000000002
157214,1969-06-03,MON,SF,1.795
157166,1969-05-30,PHI,LAD,1.7389999999999999
157184,1969-06-01,CHC,ATL,1.666
157162,1969-05-30,OAK,CLE,1.64
157140,1969-05-28,SEA,BAL,1.608
157211,1969-06-03,NYM,LAD,1.595
157204,1969-06-03,STL,ATL,1.593
157182,1969-05-31,MON,SD,1.558
157188,1969-06-01,OAK,CLE,1.423
157187,1969-06-01,STL,CIN,1.42
157191,1969-06-01,PHI,LAD,1.393
157145,1969-05-28,MON,LAD,1.39
157206,1969-06-03,BOS,CWS,1.357
157212,1969-06-03,MIN,NYY,1.278
157154,1969-05-29,MON,LAD,1.241
157186,1969-06-01,WAS,CWS,1.22
157180,1969-05-31,BOS,MIN,1.1119999999999999
157168,1969-05-30,KC,NYY,1.013
157198,1969-06-02,SEA,CLE,0.97
157161,1969-05-30,OAK,CLE,0.696
157260,1969-06-08,SF,PHI,6.454
157265,1969-06-08,MIN,WAS,6.212
157223,1969-06-04,NYM,LAD,5.3500000000000005
157276,1969-06-10,SD,MON,4.566
157232,1969-06-06,BOS,KC,4.518
157219,1969-06-04,PIT,CIN,4.482
157221,1969-06-04,LAA,DET,4.421
157270,1969-06-09,DET,SEA,4.348
157264,1969-06-08,HOU,STL,4.1129999999999995
157251,1969-06-07,HOU,STL,4.103
157278,1969-06-10,WAS,OAK,3.6
157239,1969-06-06,HOU,STL,3.529
157261,1969-06-08,ATL,PIT,3.521
157275,1969-06-10,NYY,KC,3.365
157274,1969-06-10,CWS,CLE,3.322
157228,1969-06-05,HOU,STL,3.295
157279,1969-06-10,LAD,PHI,3.201
157234,1969-06-06,SD,NYM,3.062
157280,1969-06-10,HOU,PIT,3.056
157259,1969-06-08,SD,NYM,3.052
157216,1969-06-04,STL,ATL,3.0380000000000003
157240,1969-06-06,MIN,WAS,3.022
157262,1969-06-08,ATL,PIT,2.908
157233,1969-06-06,LAD,MON,2.904
157222,1969-06-04,CHC,HOU,2.802
157258,1969-06-08,LAD,MON,2.76
157243,1969-06-07,CHC,CIN,2.661
157227,1969-06-04,KC,WAS,2.639
157226,1969-06-04,MON,SF,2.599
157282,1969-06-10,CIN,STL,2.5540000000000003
157263,1969-06-08,BAL,SEA,2.528
157237,1969-06-06,ATL,PIT,2.492
157273,1969-06-10,ATL,CHC,2.456
157246,1969-06-07,SD,NYM,2.41
157266,1969-06-09,MIN,BOS,2.372
157230,1969-06-06,NYY,CWS,2.372
157225,1969-06-04,PHI,SD,2.334
157224,1969-06-04,MIN,NYY,2.331
157254,1969-06-08,CLE,LAA,2.325
157218,1969-06-04,BOS,CWS,2.323
157248,1969-06-07,SF,PHI,2.27
157267,1969-06-09,CHC,CIN,2.245
157235,1969-06-06,DET,OAK,2.151
157229,1969-06-06,CLE,LAA,2.039
157255,1969-06-08,NYY,CWS,2.02
157245,1969-06-07,LAD,MON,1.856
157281,1969-06-10,DET,SEA,1.809
157220,1969-06-04,SEA,CLE,1.797
157256,1969-06-08,NYY,CWS,1.759
157268,1969-06-09,CWS,CLE,1.746
157277,1969-06-10,SF,NYM,1.724
157247,1969-06-07,DET,OAK,1.722
157249,1969-06-07,ATL,PIT,1.674
157269,1969-06-09,NYY,KC,1.654
157253,1969-06-08,CLE,LAA,1.561
157244,1969-06-07,BOS,KC,1.491
157257,1969-06-08,BOS,KC,1.488
157217,1969-06-04,OAK,BAL,1.368
157271,1969-06-10,MIN,BOS,1.365
157238,1969-06-06,BAL,SEA,1.297
157231,1969-06-06,CHC,CIN,1.288
157236,1969-06-06,SF,PHI,1.191
157242,1969-06-07,NYY,CWS,1.087
